pc1,pc2,cluster,type,day
-2.058,0.891,4,PAYMENT,15
0.681,-1.783,2,CASH_OUT,11
0.345,0.049,3,CASH_OUT,19
2.204,1.38,0,CASH_IN,7
-0.302,-1.543,2,CASH_OUT,16
1.31,-2.011,2,CASH_OUT,2
0.52,-1.764,2,CASH_OUT,17
1.434,1.349,0,CASH_IN,10
-2.202,0.925,4,PAYMENT,1
-2.28,-0.975,1,PAYMENT,1
-1.89,0.444,4,PAYMENT,16
1.81,-1.998,2,TRANSFER,1
-0.309,-0.021,3,PAYMENT,13
-2.168,0.8,4,PAYMENT,10
-0.861,-1.34,1,PAYMENT,14
1.435,-0.05,3,CASH_OUT,11
0.6,0.06,3,CASH_OUT,17
-2.486,0.949,4,PAYMENT,6
-3.746,1.38,4,PAYMENT,1
1.807,-0.687,2,CASH_OUT,1
-1.994,0.815,4,PAYMENT,2
1.493,1.492,3,CASH_IN,9
-1.805,-1.093,1,PAYMENT,9
-1.754,0.756,4,DEBIT,14
-1.842,-1.087,1,PAYMENT,8
1.054,-0.034,3,CASH_OUT,6
0.354,1.358,0,CASH_IN,16
-2.174,0.8,4,PAYMENT,16
0.914,-1.864,2,CASH_OUT,15
-1.039,-1.288,1,PAYMENT,16
-2.468,0.996,4,PAYMENT,9
-1.625,-1.131,1,PAYMENT,1
2.336,1.51,0,CASH_IN,11
1.964,1.904,0,CASH_IN,16
1.564,1.862,0,CASH_IN,15
2.099,-0.082,3,TRANSFER,12
-1.355,-1.186,1,PAYMENT,12
1.994,1.618,0,CASH_IN,9
-0.377,-0.114,3,CASH_OUT,16
0.712,1.437,0,CASH_IN,9
-1.181,-1.237,1,PAYMENT,14
-2.2,0.812,4,PAYMENT,8
0.764,-0.103,3,TRANSFER,12
-2.566,1.165,4,PAYMENT,16
-2.523,1.141,4,PAYMENT,10
-2.461,0.884,4,PAYMENT,10
-1.422,-1.183,1,PAYMENT,10
0.811,1.229,0,CASH_IN,8
1.626,-0.106,3,CASH_OUT,1
-0.273,-1.45,2,TRANSFER,7
-2.72,0.886,4,PAYMENT,1
2.091,1.838,0,CASH_IN,12
0.942,-1.85,2,CASH_OUT,9
1.518,1.273,0,CASH_IN,17
0.504,-1.733,2,CASH_OUT,2
0.698,-1.804,2,CASH_OUT,7
-2.004,1.135,4,PAYMENT,6
1.627,-0.292,3,CASH_OUT,8
1.877,1.787,0,CASH_IN,6
1.142,1.94,0,CASH_IN,10
-2.424,0.884,4,PAYMENT,9
0.896,-1.867,2,CASH_OUT,2
1.318,1.682,0,CASH_IN,29
1.306,-0.073,3,TRANSFER,8
-1.473,-1.156,1,PAYMENT,17
1.335,1.311,0,CASH_IN,11
-0.101,-2.792,2,CASH_OUT,9
0.335,-1.615,2,TRANSFER,16
-1.199,-1.247,1,PAYMENT,7
2.065,1.554,0,CASH_IN,15
1.106,2.054,0,CASH_IN,17
1.009,-1.868,2,CASH_OUT,6
2.142,1.378,0,CASH_IN,24
1.685,1.658,0,CASH_IN,1
2.669,-0.032,3,TRANSFER,14
-2.006,1.11,4,PAYMENT,20
2.369,1.352,3,CASH_IN,7
-1.128,-0.915,1,CASH_OUT,6
-2.674,0.859,4,PAYMENT,17
0.529,0.088,3,CASH_OUT,6
-2.52,1.016,4,DEBIT,11
-2.582,1.02,4,PAYMENT,6
0.933,-1.84,2,CASH_OUT,17
-2.464,0.892,4,PAYMENT,16
-0.209,-0.524,2,CASH_OUT,1
-2.499,1.001,4,PAYMENT,1
0.76,0.125,3,CASH_OUT,14
1.105,0.023,3,CASH_OUT,8
1.036,-1.878,2,CASH_OUT,8
1.388,1.564,3,CASH_IN,10
-1.059,0.345,1,PAYMENT,13
0.812,-1.832,2,CASH_OUT,12
-2.091,0.893,4,PAYMENT,15
-3.064,1.133,4,PAYMENT,8
-2.736,0.826,4,PAYMENT,1
-2.269,0.878,4,PAYMENT,13
0.877,-1.865,2,CASH_OUT,9
-1.57,-1.117,1,PAYMENT,16
-4.004,1.03,4,PAYMENT,11
1.754,-1.0,2,CASH_OUT,1
1.503,-0.155,3,CASH_OUT,8
1.268,-0.157,3,CASH_OUT,7
1.48,0.029,3,TRANSFER,15
1.065,1.964,0,CASH_IN,2
1.642,1.51,3,CASH_IN,13
-0.803,0.636,4,CASH_OUT,13
-2.608,0.653,4,PAYMENT,15
-0.976,-0.666,4,CASH_OUT,1
0.688,-0.142,3,CASH_OUT,16
1.284,-1.966,2,CASH_OUT,9
1.021,-1.895,2,CASH_OUT,12
-1.458,0.175,1,PAYMENT,28
-1.719,-1.093,1,PAYMENT,15
-2.2,1.044,4,PAYMENT,14
0.497,-1.768,2,CASH_OUT,16
1.124,-1.902,2,CASH_OUT,2
1.735,1.379,0,CASH_IN,6
1.575,1.235,0,CASH_IN,13
-0.734,-0.057,3,PAYMENT,10
1.795,1.815,0,CASH_IN,1
0.585,-1.759,2,CASH_OUT,6
1.068,-1.912,2,CASH_OUT,7
-0.449,0.525,4,CASH_OUT,8
1.856,1.967,0,CASH_IN,2
0.927,-1.876,2,CASH_OUT,17
-1.31,-1.222,1,PAYMENT,15
-0.154,0.144,3,CASH_OUT,17
1.743,1.941,0,CASH_IN,8
1.833,-0.202,3,TRANSFER,5
1.394,-0.075,3,TRANSFER,5
0.941,-0.015,3,CASH_OUT,29
1.948,1.817,0,CASH_IN,12
1.842,1.163,3,CASH_IN,16
-1.982,1.093,4,PAYMENT,29
0.592,-1.753,2,CASH_OUT,4
1.284,1.825,0,CASH_IN,9
1.143,-1.925,2,CASH_OUT,17
-1.773,-1.08,1,PAYMENT,13
-0.464,0.844,4,TRANSFER,1
-0.433,-1.491,2,CASH_OUT,8
-2.749,1.228,4,PAYMENT,1
0.625,0.113,3,CASH_OUT,7
-3.4,1.038,4,PAYMENT,9
-0.489,0.269,3,PAYMENT,16
1.099,-1.886,2,CASH_OUT,14
1.88,1.632,0,CASH_IN,13
-1.009,-1.292,1,PAYMENT,6
-0.323,-1.529,2,CASH_OUT,2
-2.658,1.032,4,PAYMENT,2
-1.524,-1.129,1,PAYMENT,6
1.501,1.638,0,CASH_IN,12
-0.032,-1.62,2,CASH_OUT,8
1.211,-1.832,2,TRANSFER,17
0.298,-1.698,2,CASH_OUT,6
-1.494,-1.14,1,PAYMENT,14
1.023,-0.125,3,CASH_OUT,17
0.889,0.029,3,CASH_OUT,16
-2.599,0.991,4,PAYMENT,15
0.409,-0.053,3,CASH_OUT,17
0.495,1.511,0,CASH_IN,10
1.137,-0.092,3,CASH_OUT,17
0.999,-0.031,3,TRANSFER,17
-2.315,0.979,4,PAYMENT,2
0.433,-1.233,3,CASH_OUT,6
1.154,-1.924,2,CASH_OUT,10
0.374,-1.714,2,CASH_OUT,8
-0.365,0.041,3,PAYMENT,16
1.264,-1.97,2,CASH_OUT,1
1.355,-1.839,2,TRANSFER,10
-2.471,0.935,4,PAYMENT,14
-2.935,1.039,4,PAYMENT,22
-2.343,0.953,4,PAYMENT,6
1.756,-0.884,2,CASH_OUT,1
-0.469,-0.056,3,PAYMENT,6
-1.184,-1.208,1,PAYMENT,2
1.007,-1.865,2,CASH_OUT,13
-0.906,-1.325,1,PAYMENT,13
-1.227,0.289,1,PAYMENT,15
1.019,-0.123,3,CASH_OUT,8
1.08,1.937,0,CASH_IN,15
0.798,-1.827,2,CASH_OUT,11
0.943,-1.375,3,TRANSFER,6
-0.046,2.097,0,CASH_IN,11
-2.555,0.975,4,PAYMENT,9
0.94,-0.676,2,CASH_OUT,1
-2.886,0.894,4,PAYMENT,9
-2.534,0.96,4,PAYMENT,8
-2.494,-0.907,1,PAYMENT,8
0.867,-1.845,2,CASH_OUT,8
1.725,1.086,3,CASH_IN,9
-3.193,1.265,4,PAYMENT,11
1.343,1.762,0,CASH_IN,11
-1.646,-1.119,1,PAYMENT,6
-2.24,-0.978,1,PAYMENT,1
0.284,-1.685,2,CASH_OUT,7
1.768,-1.958,2,TRANSFER,9
-1.988,-1.018,1,PAYMENT,2
0.206,-0.001,3,CASH_OUT,16
0.436,0.056,3,CASH_OUT,25
0.08,-1.636,2,CASH_OUT,16
0.819,-1.829,2,CASH_OUT,13
0.93,-1.856,2,CASH_OUT,13
-0.027,-1.197,3,CASH_OUT,9
1.852,-0.56,3,CASH_OUT,29
1.207,-1.821,2,TRANSFER,7
-1.999,0.964,4,PAYMENT,10
1.256,-0.612,3,CASH_OUT,16
1.789,1.369,0,CASH_IN,1
-2.334,0.905,4,PAYMENT,1
1.49,-0.68,3,CASH_OUT,11
-3.424,-0.719,1,PAYMENT,9
1.505,0.0,3,CASH_OUT,6
1.453,1.755,0,CASH_IN,1
-2.693,0.904,4,PAYMENT,10
2.311,1.357,0,CASH_IN,2
1.325,1.257,0,CASH_IN,7
2.419,-0.171,3,TRANSFER,6
1.504,0.004,3,TRANSFER,8
-1.147,0.35,1,PAYMENT,9
2.027,-0.748,3,CASH_OUT,14
1.048,-0.078,3,CASH_OUT,13
0.082,-1.651,2,CASH_OUT,12
-1.589,-1.109,1,PAYMENT,8
-1.126,-1.241,1,PAYMENT,15
-2.383,0.928,4,PAYMENT,11
0.828,-0.02,3,CASH_OUT,8
-1.577,-1.133,1,PAYMENT,15
2.025,1.883,0,CASH_IN,10
1.808,1.921,0,CASH_IN,15
-0.283,-0.132,3,PAYMENT,8
0.702,-1.809,2,CASH_OUT,16
1.079,-1.912,2,CASH_OUT,9
-2.546,1.147,4,PAYMENT,13
1.794,1.692,0,CASH_IN,17
0.961,-1.852,2,CASH_OUT,7
-1.993,0.209,1,PAYMENT,10
-0.898,-1.359,1,PAYMENT,14
2.514,1.612,0,CASH_IN,7
1.873,1.878,0,CASH_IN,2
1.238,0.149,3,TRANSFER,16
0.652,-0.031,3,CASH_OUT,2
1.236,-0.126,3,CASH_OUT,9
-2.521,1.03,4,PAYMENT,14
1.098,1.255,0,CASH_IN,17
-1.56,-1.144,1,PAYMENT,6
0.839,-0.087,3,CASH_OUT,17
-2.518,0.828,4,PAYMENT,12
0.706,-1.818,2,CASH_OUT,13
2.279,1.333,0,CASH_IN,9
1.532,2.033,0,CASH_IN,11
1.049,-1.873,2,CASH_OUT,8
1.244,1.708,0,CASH_IN,10
-2.015,-1.05,1,PAYMENT,28
-3.327,1.039,4,PAYMENT,17
1.597,1.917,0,CASH_IN,1
-0.413,0.241,3,CASH_OUT,12
-2.792,0.924,4,PAYMENT,10
-2.48,1.16,4,PAYMENT,12
-1.295,-1.262,1,PAYMENT,1
2.026,-0.287,3,CASH_OUT,7
-0.932,0.324,1,PAYMENT,2
0.411,0.599,4,CASH_OUT,3
-2.905,1.112,4,PAYMENT,23
-1.854,-1.084,1,PAYMENT,13
-0.178,-1.575,2,CASH_OUT,8
-2.298,1.131,4,PAYMENT,13
-1.437,-1.169,1,PAYMENT,6
-1.117,-0.053,1,PAYMENT,9
-0.961,0.433,1,PAYMENT,2
-1.703,0.338,1,PAYMENT,2
0.828,-1.82,2,CASH_OUT,13
-2.476,1.007,4,PAYMENT,15
2.24,0.962,3,CASH_OUT,8
2.136,1.953,0,CASH_IN,9
2.474,0.464,3,CASH_IN,13
0.755,1.992,0,CASH_IN,11
-2.159,1.125,4,PAYMENT,13
1.197,-0.085,3,CASH_OUT,16
0.522,-1.749,2,CASH_OUT,7
-1.043,0.291,1,PAYMENT,14
0.076,0.145,3,CASH_OUT,22
-2.653,0.948,4,PAYMENT,8
2.601,-0.246,3,TRANSFER,16
-2.812,1.125,4,PAYMENT,15
0.58,1.995,0,CASH_IN,8
1.516,-1.888,2,TRANSFER,18
-1.501,0.932,4,CASH_OUT,13
-1.026,0.132,3,PAYMENT,13
1.296,-0.205,3,CASH_OUT,6
1.681,-1.962,2,TRANSFER,15
-2.131,1.079,4,PAYMENT,2
1.088,-0.116,3,CASH_OUT,2
0.858,-1.748,2,TRANSFER,9
-2.61,1.176,4,PAYMENT,13
-0.523,0.172,3,CASH_OUT,1
-0.013,0.217,3,CASH_OUT,6
-1.669,-1.117,1,PAYMENT,17
1.925,-0.109,3,CASH_OUT,29
1.812,1.565,0,CASH_IN,2
-1.194,-1.223,1,PAYMENT,2
-2.467,0.966,4,PAYMENT,2
1.077,0.063,3,CASH_OUT,7
-2.442,1.281,4,PAYMENT,2
-2.062,0.869,4,PAYMENT,10
1.628,1.28,3,CASH_IN,8
1.184,-0.095,3,TRANSFER,15
1.779,-0.104,3,CASH_OUT,24
1.964,1.619,0,CASH_IN,14
0.566,-1.781,2,CASH_OUT,9
0.627,1.254,0,CASH_IN,13
-0.361,-0.038,4,CASH_OUT,12
-0.238,0.647,4,CASH_OUT,21
1.702,1.9,0,CASH_IN,9
-2.475,1.025,4,PAYMENT,15
1.095,1.116,3,CASH_IN,2
0.972,1.619,0,CASH_IN,25
-0.258,0.548,4,CASH_OUT,2
-1.421,-1.23,1,PAYMENT,12
0.054,-1.516,2,TRANSFER,1
1.695,1.16,3,CASH_IN,8
0.972,-1.865,2,CASH_OUT,16
1.177,1.899,0,CASH_IN,12
-3.153,1.294,4,PAYMENT,16
-2.688,1.053,4,PAYMENT,12
1.8,1.856,0,CASH_IN,15
-1.545,-1.134,1,PAYMENT,9
-1.61,-1.121,1,PAYMENT,11
0.213,1.384,0,CASH_IN,9
0.382,-1.598,2,TRANSFER,16
1.631,1.511,0,CASH_IN,13
2.366,1.396,0,CASH_IN,16
0.312,-0.147,3,TRANSFER,9
1.384,2.052,0,CASH_IN,1
-0.125,-0.342,1,DEBIT,1
0.963,-1.868,2,CASH_OUT,1
-1.898,0.828,4,PAYMENT,15
1.209,1.383,3,CASH_IN,15
-1.759,-1.076,1,PAYMENT,13
1.725,-0.301,3,CASH_OUT,6
0.991,1.652,0,CASH_IN,13
1.378,-1.392,3,CASH_IN,1
-0.753,-1.346,1,PAYMENT,14
1.017,-1.758,2,TRANSFER,14
1.861,1.831,0,CASH_IN,6
-1.74,-1.084,1,PAYMENT,16
0.616,-1.675,2,TRANSFER,6
0.112,-1.645,2,CASH_OUT,12
-1.405,-1.198,1,PAYMENT,15
0.895,-1.866,2,CASH_OUT,10
1.524,1.431,3,CASH_IN,15
1.663,-0.723,2,CASH_OUT,8
1.964,-0.18,3,CASH_OUT,1
-2.264,0.965,4,PAYMENT,12
1.249,-0.03,3,CASH_OUT,9
-1.127,0.878,4,CASH_OUT,11
0.389,0.076,3,CASH_OUT,25
-0.443,-1.525,2,CASH_OUT,15
-1.259,0.363,1,PAYMENT,13
1.704,0.544,3,CASH_IN,17
1.469,1.906,0,CASH_IN,14
1.061,-1.883,2,CASH_OUT,10
0.771,1.868,0,CASH_IN,9
0.491,-1.761,2,CASH_OUT,8
-2.45,0.841,4,PAYMENT,14
-0.961,-0.157,4,CASH_OUT,11
0.876,1.247,0,CASH_IN,12
1.687,1.834,0,CASH_IN,2
2.215,1.766,0,CASH_IN,9
1.021,-3.196,2,TRANSFER,2
-1.508,-1.161,1,PAYMENT,20
0.626,-1.775,2,CASH_OUT,1
-2.302,0.839,4,PAYMENT,12
1.253,-1.933,2,CASH_OUT,27
1.207,-1.0,3,TRANSFER,1
2.683,1.023,3,CASH_IN,17
-2.64,0.746,4,PAYMENT,8
-1.399,-1.2,1,PAYMENT,7
0.841,0.254,3,TRANSFER,10
-2.374,1.104,4,PAYMENT,12
-2.003,1.032,4,PAYMENT,17
1.124,-1.897,2,CASH_OUT,1
1.801,1.972,0,CASH_IN,17
0.937,-0.063,3,CASH_OUT,7
-1.484,-1.178,1,PAYMENT,9
-0.746,-1.427,2,CASH_OUT,12
0.784,-0.01,3,CASH_OUT,13
-2.472,0.92,4,PAYMENT,11
0.87,-1.839,2,CASH_OUT,10
1.714,-0.13,3,CASH_OUT,12
0.901,-1.843,2,CASH_OUT,1
-1.47,-1.167,1,PAYMENT,14
1.764,1.873,0,CASH_IN,16
0.878,-0.687,3,CASH_OUT,1
0.857,-1.825,2,CASH_OUT,13
1.359,1.894,0,CASH_IN,16
-2.02,-0.153,4,DEBIT,17
2.31,1.33,3,CASH_IN,17
0.668,-0.127,3,CASH_OUT,12
-0.834,0.317,4,CASH_OUT,12
-2.264,1.083,4,PAYMENT,7
3.056,-0.596,3,TRANSFER,17
-0.786,0.283,1,PAYMENT,11
-2.786,1.1,4,PAYMENT,7
-1.883,0.223,1,PAYMENT,13
-1.659,-1.105,1,PAYMENT,11
0.902,1.712,0,CASH_IN,6
1.411,-0.105,3,CASH_OUT,14
1.213,-0.06,3,CASH_OUT,28
0.668,-1.783,2,CASH_OUT,6
1.575,1.606,0,CASH_IN,7
1.454,-0.177,3,CASH_OUT,9
1.659,1.41,0,CASH_IN,10
0.202,0.113,3,CASH_OUT,11
1.044,-1.926,2,CASH_OUT,25
1.185,1.749,0,CASH_IN,6
0.089,-1.683,2,CASH_OUT,2
-0.915,0.132,1,PAYMENT,8
-2.891,-0.82,1,PAYMENT,12
0.021,-1.619,2,CASH_OUT,11
-2.873,0.773,4,PAYMENT,8
-2.732,1.075,4,PAYMENT,25
-1.23,0.766,4,DEBIT,14
-1.47,-1.143,1,PAYMENT,10
1.401,-0.126,3,CASH_OUT,12
2.525,0.837,3,CASH_IN,1
-0.414,0.04,3,PAYMENT,24
-0.862,0.193,3,PAYMENT,11
-1.565,0.607,4,CASH_OUT,8
-1.938,-1.048,1,PAYMENT,7
1.297,1.839,0,CASH_IN,1
1.024,-1.773,2,TRANSFER,2
-1.758,-1.101,1,PAYMENT,8
-2.585,1.067,4,PAYMENT,11
-1.53,-1.17,1,PAYMENT,13
1.364,-0.067,3,CASH_OUT,25
-1.124,0.245,1,PAYMENT,8
0.659,0.08,3,CASH_OUT,8
1.061,1.922,0,CASH_IN,11
-0.686,2.185,0,CASH_IN,9
1.234,1.897,0,CASH_IN,15
0.809,-1.828,2,CASH_OUT,1
-2.963,1.003,4,PAYMENT,9
-2.016,0.945,4,PAYMENT,1
-2.441,0.879,4,PAYMENT,2
1.078,-1.79,2,TRANSFER,11
1.957,-0.912,2,TRANSFER,10
-1.554,-1.149,1,PAYMENT,13
-1.467,-1.175,1,PAYMENT,14
1.376,-1.853,2,TRANSFER,1
-2.443,0.879,4,PAYMENT,24
-1.796,-1.063,1,PAYMENT,17
2.306,-2.094,2,TRANSFER,14
1.219,0.23,3,TRANSFER,15
1.906,1.455,0,CASH_IN,1
-1.503,0.633,4,CASH_OUT,13
1.16,1.455,3,CASH_IN,6
-2.027,0.771,4,PAYMENT,6
1.131,-0.12,3,CASH_OUT,7
-2.767,0.729,4,CASH_OUT,1
1.533,1.407,3,CASH_IN,11
-1.385,-1.189,1,PAYMENT,22
1.151,-1.889,2,CASH_OUT,14
-1.637,-1.093,1,PAYMENT,4
0.654,-0.559,3,CASH_OUT,14
1.064,1.593,0,CASH_IN,6
-2.065,1.016,4,PAYMENT,11
-2.422,-0.904,1,PAYMENT,8
-1.721,-1.118,1,PAYMENT,12
-1.1,0.145,1,PAYMENT,11
-1.859,-1.047,1,PAYMENT,10
0.78,-1.821,2,CASH_OUT,13
-2.097,0.914,4,PAYMENT,10
-2.205,1.004,4,PAYMENT,17
0.906,-1.846,2,CASH_OUT,24
-2.374,-0.937,1,PAYMENT,1
1.838,1.682,0,CASH_IN,1
1.119,-1.813,2,TRANSFER,7
2.189,1.405,3,CASH_IN,1
-2.316,1.024,4,PAYMENT,15
-2.045,0.994,4,PAYMENT,7
1.674,2.009,0,CASH_IN,9
-2.338,-0.96,1,PAYMENT,11
1.587,1.141,3,CASH_IN,10
1.578,-0.655,3,CASH_OUT,12
-2.312,0.886,4,PAYMENT,8
0.3,0.07,3,CASH_OUT,29
-2.279,1.012,4,PAYMENT,17
-3.488,1.286,4,PAYMENT,1
0.105,-1.649,2,CASH_OUT,8
-0.108,-2.719,2,CASH_OUT,1
2.565,1.324,3,CASH_IN,16
0.39,-1.72,2,CASH_OUT,14
-0.685,0.186,4,CASH_OUT,11
-1.315,-1.203,1,PAYMENT,9
-0.92,-1.274,1,TRANSFER,12
0.777,-1.804,2,CASH_OUT,10
-0.733,-0.316,3,PAYMENT,15
2.185,1.374,0,CASH_IN,14
1.263,-1.844,2,TRANSFER,17
1.967,2.024,0,CASH_IN,8
0.464,-1.751,2,CASH_OUT,14
0.254,1.654,0,CASH_OUT,6
0.453,-1.737,2,CASH_OUT,17
-0.344,1.355,4,CASH_OUT,2
0.262,-1.683,2,CASH_OUT,9
1.741,-0.055,3,TRANSFER,9
1.956,1.671,0,CASH_IN,29
0.518,-1.648,2,TRANSFER,15
0.4,-1.717,2,CASH_OUT,14
2.471,0.891,3,CASH_IN,7
1.917,-0.651,3,CASH_OUT,21
2.157,1.35,3,CASH_IN,14
0.193,-1.685,2,CASH_OUT,8
0.855,-1.829,2,CASH_OUT,8
-2.711,0.983,4,PAYMENT,11
-0.684,0.209,4,CASH_OUT,2
-0.301,-1.553,2,CASH_OUT,11
1.029,-1.872,2,CASH_OUT,11
0.771,1.785,0,CASH_IN,3
1.076,-1.911,2,CASH_OUT,21
0.172,0.113,3,CASH_OUT,16
1.976,-0.227,3,TRANSFER,8
-0.589,0.565,4,CASH_OUT,25
-2.041,0.832,4,PAYMENT,13
1.722,1.846,0,CASH_IN,9
-1.203,-1.235,1,PAYMENT,7
-2.672,1.162,4,PAYMENT,8
1.668,1.684,0,CASH_IN,13
1.113,-0.559,3,CASH_OUT,1
-0.279,-1.569,2,CASH_OUT,8
-2.004,0.853,4,PAYMENT,13
-0.342,-1.556,2,CASH_OUT,14
0.125,-1.652,2,CASH_OUT,14
0.787,-0.57,3,CASH_OUT,9
-2.459,0.969,4,PAYMENT,8
1.399,-1.86,2,TRANSFER,2
0.669,0.122,3,CASH_OUT,2
-2.331,0.951,4,PAYMENT,7
0.297,1.38,0,CASH_IN,12
2.552,1.279,3,CASH_IN,1
-1.509,-1.165,1,PAYMENT,11
0.846,-1.837,2,CASH_OUT,16
1.172,-0.314,3,CASH_OUT,11
-2.608,0.699,4,PAYMENT,1
0.946,-0.183,3,CASH_OUT,1
1.053,-1.878,2,CASH_OUT,12
2.234,1.761,0,CASH_IN,23
1.895,1.993,0,CASH_IN,11
-0.585,0.543,4,CASH_OUT,12
-1.036,-1.285,1,PAYMENT,17
-2.28,1.05,4,PAYMENT,1
1.679,-0.112,3,CASH_OUT,10
0.824,-1.824,2,CASH_OUT,1
-2.566,1.014,4,PAYMENT,15
-0.72,0.535,4,CASH_OUT,15
-1.995,-1.044,1,PAYMENT,15
-2.72,-0.863,1,PAYMENT,10
-1.61,-0.441,4,CASH_OUT,1
0.137,-1.644,2,CASH_OUT,17
1.605,1.393,0,CASH_IN,2
1.719,-0.094,3,CASH_OUT,7
2.179,1.34,3,CASH_IN,16
0.612,0.098,3,CASH_OUT,10
1.03,-0.013,3,CASH_OUT,6
-2.205,0.924,4,PAYMENT,25
-0.193,0.524,4,CASH_OUT,17
2.018,1.705,0,CASH_IN,7
1.877,1.74,0,CASH_IN,9
2.196,0.848,3,CASH_OUT,6
-1.611,-1.135,1,PAYMENT,8
0.492,-1.769,2,CASH_OUT,6
-2.964,0.887,4,PAYMENT,12
-1.405,-1.202,1,PAYMENT,11
0.536,-1.742,2,CASH_OUT,7
-1.591,-1.183,1,PAYMENT,11
-1.282,0.341,1,PAYMENT,13
0.528,1.58,0,CASH_IN,13
0.343,0.15,3,CASH_OUT,16
-2.607,1.279,4,PAYMENT,9
-2.451,1.163,4,PAYMENT,2
-2.983,0.936,4,PAYMENT,1
0.543,-1.653,2,TRANSFER,15
1.112,-0.123,3,CASH_OUT,9
0.962,-1.88,2,CASH_OUT,15
-1.387,-1.196,1,PAYMENT,14
0.349,-0.403,3,CASH_OUT,7
0.855,0.009,3,CASH_OUT,17
0.674,-1.788,2,CASH_OUT,17
0.439,-0.192,3,CASH_OUT,8
1.872,1.197,0,CASH_IN,10
-2.534,1.075,4,PAYMENT,10
-1.644,-1.123,1,PAYMENT,17
-2.496,0.773,4,PAYMENT,22
2.02,-0.146,3,TRANSFER,8
-2.756,0.839,4,PAYMENT,10
2.148,0.003,3,TRANSFER,8
0.406,-0.411,3,CASH_OUT,7
-1.669,-1.117,1,PAYMENT,6
-1.765,0.371,1,PAYMENT,1
-1.275,-1.221,1,PAYMENT,9
0.417,-0.589,2,CASH_OUT,1
0.593,-1.689,2,TRANSFER,14
0.312,-2.905,2,CASH_OUT,1
1.867,-0.798,2,TRANSFER,13
1.671,1.959,0,CASH_IN,1
0.19,0.106,3,CASH_OUT,11
1.277,-0.112,3,CASH_OUT,9
0.375,1.683,0,CASH_IN,13
1.101,1.527,0,CASH_IN,9
1.488,1.887,0,CASH_IN,6
-1.374,0.767,4,CASH_OUT,15
-0.295,0.55,4,CASH_OUT,18
1.897,1.714,0,CASH_IN,7
1.836,1.932,0,CASH_IN,13
-1.195,-1.22,1,PAYMENT,7
2.383,1.278,3,CASH_IN,9
-2.302,1.115,4,PAYMENT,16
-1.407,-1.166,1,PAYMENT,10
0.316,-0.584,3,CASH_IN,1
1.628,-0.36,2,CASH_IN,10
2.482,1.44,0,CASH_IN,15
-2.493,0.804,4,PAYMENT,2
0.488,-0.319,3,CASH_OUT,10
1.128,-3.07,2,TRANSFER,1
0.458,0.075,3,CASH_OUT,7
0.563,-1.771,2,CASH_OUT,24
1.255,-0.128,3,CASH_OUT,17
-2.305,1.008,4,PAYMENT,17
-1.769,-1.088,1,PAYMENT,14
1.068,-1.901,2,CASH_OUT,14
1.352,-1.839,2,TRANSFER,8
-0.362,-1.043,3,CASH_OUT,1
1.396,1.275,3,CASH_IN,6
-0.794,0.026,3,PAYMENT,16
-2.684,1.093,4,PAYMENT,6
-2.025,0.867,4,PAYMENT,15
0.808,-1.707,2,TRANSFER,10
-2.753,0.938,4,PAYMENT,25
1.586,2.079,0,CASH_IN,13
2.088,1.939,0,CASH_IN,13
-0.174,-2.882,2,CASH_OUT,16
0.864,-1.867,2,CASH_OUT,8
0.247,-1.087,2,CASH_OUT,1
0.299,1.379,0,CASH_IN,11
2.277,-0.11,3,TRANSFER,2
1.97,2.011,0,CASH_IN,10
1.941,-0.712,3,CASH_OUT,2
-0.99,-1.261,1,PAYMENT,1
-1.37,0.373,1,PAYMENT,14
0.71,-0.35,3,CASH_IN,1
0.995,-1.886,2,CASH_OUT,10
-1.227,0.724,4,DEBIT,25
0.605,-1.781,2,CASH_OUT,15
1.109,-1.805,2,TRANSFER,16
2.939,-0.215,3,TRANSFER,23
1.695,1.998,0,CASH_IN,12
0.903,1.412,0,CASH_IN,12
0.982,-0.317,3,CASH_OUT,11
0.872,1.909,0,CASH_IN,10
1.563,1.751,0,CASH_IN,17
-1.41,-1.186,1,PAYMENT,14
1.795,-1.737,3,TRANSFER,2
0.863,-1.839,2,CASH_OUT,12
0.197,-1.686,2,CASH_OUT,2
-2.181,0.907,4,PAYMENT,2
-2.943,1.033,4,PAYMENT,7
2.135,1.191,3,CASH_IN,16
1.152,1.733,0,CASH_IN,10
2.108,1.274,0,CASH_IN,6
-0.844,-1.323,1,PAYMENT,12
-0.806,0.257,1,PAYMENT,14
-3.125,1.039,4,PAYMENT,11
1.597,-0.339,3,CASH_OUT,15
-2.427,1.112,4,PAYMENT,22
-3.31,0.833,4,PAYMENT,13
-1.653,-1.107,1,PAYMENT,10
-1.243,-1.204,1,PAYMENT,9
0.627,1.571,0,CASH_IN,7
-2.403,0.879,4,PAYMENT,2
1.951,1.932,0,CASH_IN,14
-2.382,0.822,4,PAYMENT,11
1.251,2.103,0,CASH_IN,12
-2.316,0.959,4,PAYMENT,1
1.694,1.839,0,CASH_IN,15
-0.616,0.211,3,PAYMENT,13
0.982,0.005,3,CASH_OUT,8
1.32,1.531,0,CASH_IN,10
-1.954,1.096,4,PAYMENT,2
-0.95,0.322,1,PAYMENT,29
0.275,0.132,3,CASH_OUT,6
2.25,1.36,3,CASH_IN,11
